,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Bathroom
3023,1,6500,500,1,Super Area,Chennai,Furnished,1
3024,2,9000,770,1,Super Area,Chennai,Semi-Furnished,2
3025,1,4500,150,0,Super Area,Chennai,Semi-Furnished,1
3026,2,12000,850,0,Super Area,Chennai,Unfurnished,2
3027,2,18000,1100,0,Carpet Area,Chennai,Semi-Furnished,2
3028,2,8000,650,0,Carpet Area,Chennai,Unfurnished,1
3029,1,5000,550,1,Super Area,Chennai,Unfurnished,1
3030,2,14000,1000,1,Super Area,Chennai,Unfurnished,2
3031,1,6500,250,0,Super Area,Chennai,Semi-Furnished,1
3032,2,10000,790,2,Carpet Area,Chennai,Semi-Furnished,2
3033,2,13000,600,1,Super Area,Chennai,Semi-Furnished,2
3034,2,11200,700,1,Super Area,Chennai,Unfurnished,2
3035,1,8900,550,0,Carpet Area,Chennai,Unfurnished,1
3036,1,12000,500,0,Super Area,Chennai,Unfurnished,1
3037,3,45000,1800,2,Carpet Area,Chennai,Unfurnished,3
3038,3,35000,1550,3,Carpet Area,Chennai,Semi-Furnished,2
3039,3,34999,1462,3,Carpet Area,Chennai,Semi-Furnished,3
3040,2,11000,970,0,Carpet Area,Chennai,Semi-Furnished,2
3041,3,150000,2300,11,Carpet Area,Chennai,Semi-Furnished,3
3042,2,15000,700,1,Super Area,Chennai,Unfurnished,1
3043,2,15000,674,0,Carpet Area,Chennai,Unfurnished,2
3044,2,10000,750,0,Carpet Area,Chennai,Unfurnished,2
3045,2,12000,1000,0,Super Area,Chennai,Semi-Furnished,2
3046,2,10000,1030,1,Carpet Area,Chennai,Semi-Furnished,2
3047,3,35000,1540,3,Carpet Area,Chennai,Furnished,2
3048,3,40000,1800,3,Carpet Area,Chennai,Unfurnished,3
3049,2,24000,1100,2,Super Area,Chennai,Unfurnished,2
3050,2,12000,985,3,Super Area,Chennai,Unfurnished,2
3051,2,30000,1200,3,Carpet Area,Chennai,Semi-Furnished,2
3052,2,10000,1200,1,Super Area,Chennai,Unfurnished,2
3053,2,15000,900,1,Super Area,Chennai,Unfurnished,2
3054,2,33000,800,1,Carpet Area,Chennai,Unfurnished,2
3055,2,9000,800,1,Super Area,Chennai,Semi-Furnished,2
3056,3,30000,1500,3,Super Area,Chennai,Semi-Furnished,3
3057,2,13000,680,1,Super Area,Chennai,Unfurnished,2
3058,2,15000,800,1,Super Area,Chennai,Semi-Furnished,2
3059,2,12000,875,2,Super Area,Chennai,Semi-Furnished,2
3060,2,20000,880,1,Carpet Area,Chennai,Semi-Furnished,2
3061,3,36000,1500,2,Super Area,Chennai,Semi-Furnished,3
3062,2,10000,950,1,Super Area,Chennai,Unfurnished,2
3063,2,16000,850,0,Super Area,Chennai,Semi-Furnished,2
3064,1,6000,700,1,Super Area,Chennai,Semi-Furnished,1
3065,3,22000,2000,0,Super Area,Chennai,Semi-Furnished,2
3066,1,6000,450,0,Super Area,Chennai,Unfurnished,1
3067,1,6500,400,2,Super Area,Chennai,Unfurnished,1
3068,1,3000,350,1,Super Area,Chennai,Unfurnished,1
3069,3,27000,1650,2,Carpet Area,Chennai,Semi-Furnished,3
3070,2,8000,800,0,Super Area,Chennai,Unfurnished,1
3071,2,12500,600,1,Super Area,Chennai,Unfurnished,1
3072,2,11000,800,1,Super Area,Chennai,Unfurnished,1
3073,3,40000,1600,1,Super Area,Chennai,Semi-Furnished,3
3074,2,15000,700,1,Carpet Area,Chennai,Unfurnished,2
3075,2,8000,800,1,Super Area,Chennai,Semi-Furnished,2
3076,3,34000,2120,9,Super Area,Chennai,Furnished,3
3077,1,7500,560,2,Super Area,Chennai,Unfurnished,1
3078,1,14000,420,1,Carpet Area,Chennai,Unfurnished,1
3079,2,15000,1000,1,Built Area,Chennai,Furnished,2
3080,3,21000,1330,1,Super Area,Chennai,Semi-Furnished,3
3081,3,12000,930,2,Super Area,Chennai,Semi-Furnished,2
3082,3,75000,1900,3,Carpet Area,Chennai,Semi-Furnished,3
3083,2,15000,1200,1,Super Area,Chennai,Furnished,2
3084,1,6000,350,0,Super Area,Chennai,Unfurnished,1
3085,3,20500,1000,0,Super Area,Chennai,Semi-Furnished,1
3086,2,13500,1210,14,Super Area,Chennai,Semi-Furnished,2
3087,2,10000,750,0,Carpet Area,Chennai,Unfurnished,2
3088,3,15000,1150,1,Carpet Area,Chennai,Semi-Furnished,3
3089,2,11000,800,1,Carpet Area,Chennai,Unfurnished,2
3090,2,12000,930,1,Carpet Area,Chennai,Furnished,2
3092,2,20000,800,13,Carpet Area,Chennai,Semi-Furnished,2
3093,2,24000,850,0,Super Area,Chennai,Unfurnished,2
3094,2,16000,650,2,Super Area,Chennai,Semi-Furnished,2
3095,2,10000,770,1,Super Area,Chennai,Unfurnished,1
3096,3,30000,1800,1,Carpet Area,Chennai,Semi-Furnished,3
3097,3,26000,1100,4,Carpet Area,Chennai,Semi-Furnished,2
3098,2,10000,950,2,Super Area,Chennai,Semi-Furnished,2
3099,3,15000,1250,2,Super Area,Chennai,Semi-Furnished,2
3100,1,9000,400,0,Super Area,Chennai,Unfurnished,1
3101,2,9000,575,1,Carpet Area,Chennai,Semi-Furnished,2
3102,2,15000,1234,1,Super Area,Chennai,Semi-Furnished,2
3103,2,12000,870,2,Carpet Area,Chennai,Semi-Furnished,2
3104,2,20000,1162,2,Super Area,Chennai,Semi-Furnished,2
3105,3,15000,2200,1,Super Area,Chennai,Unfurnished,3
3106,1,8000,500,1,Super Area,Chennai,Unfurnished,1
3107,3,13000,900,1,Super Area,Chennai,Unfurnished,1
3108,1,6800,600,1,Super Area,Chennai,Unfurnished,1
3109,2,9000,600,1,Super Area,Chennai,Furnished,1
3110,3,14000,1600,0,Carpet Area,Chennai,Furnished,3
3111,4,55000,2400,1,Carpet Area,Chennai,Unfurnished,4
3112,3,50000,1600,2,Carpet Area,Chennai,Semi-Furnished,3
3114,2,16000,1000,1,Super Area,Chennai,Semi-Furnished,2
3115,2,15000,600,8,Carpet Area,Chennai,Unfurnished,2
3116,2,15000,750,1,Carpet Area,Chennai,Unfurnished,2
3117,2,15000,700,1,Super Area,Chennai,Semi-Furnished,2
3118,4,75000,2200,2,Super Area,Chennai,Semi-Furnished,5
3119,1,9000,500,0,Super Area,Chennai,Semi-Furnished,1
3120,1,6500,700,2,Super Area,Chennai,Unfurnished,1
3121,3,17000,1480,3,Super Area,Chennai,Furnished,2
3122,3,49000,1700,7,Carpet Area,Chennai,Furnished,3
3123,2,15000,830,0,Super Area,Chennai,Semi-Furnished,2
3124,3,25000,1425,2,Carpet Area,Chennai,Semi-Furnished,2
3125,3,40000,1550,1,Carpet Area,Chennai,Unfurnished,3
3126,1,8000,200,0,Super Area,Chennai,Semi-Furnished,1
3127,2,17500,1200,2,Carpet Area,Chennai,Semi-Furnished,2
3128,3,11000,800,0,Super Area,Chennai,Semi-Furnished,2
3129,3,8500,1261,3,Carpet Area,Chennai,Semi-Furnished,3
3130,2,11000,425,0,Carpet Area,Chennai,Semi-Furnished,2
3131,2,12500,940,10,Super Area,Chennai,Unfurnished,2
3132,3,90000,2300,2,Carpet Area,Chennai,Semi-Furnished,3
3133,2,14000,700,2,Super Area,Chennai,Unfurnished,2
3134,3,150000,2400,2,Carpet Area,Chennai,Furnished,3
3135,2,25000,1145,4,Super Area,Chennai,Semi-Furnished,2
3136,2,18000,750,1,Super Area,Chennai,Semi-Furnished,2
3137,3,17000,1250,1,Super Area,Chennai,Semi-Furnished,3
3138,2,8500,900,0,Super Area,Chennai,Unfurnished,2
3139,3,15000,800,1,Carpet Area,Chennai,Semi-Furnished,2
3140,2,22000,800,4,Super Area,Chennai,Semi-Furnished,2
3141,2,15000,900,0,Super Area,Chennai,Semi-Furnished,2
3142,2,10000,600,1,Super Area,Chennai,Unfurnished,1
3143,1,5000,250,0,Super Area,Chennai,Unfurnished,1
3144,2,10000,910,0,Super Area,Chennai,Semi-Furnished,2
3145,3,15000,1350,1,Super Area,Chennai,Unfurnished,3
3146,3,34500,450,0,Carpet Area,Chennai,Semi-Furnished,3
3147,1,8000,600,2,Super Area,Chennai,Unfurnished,1
3148,3,330000,3600,3,Carpet Area,Chennai,Semi-Furnished,3
3149,2,22000,800,0,Carpet Area,Chennai,Unfurnished,2
3150,2,13000,850,0,Carpet Area,Chennai,Unfurnished,2
3151,2,6500,1000,0,Super Area,Chennai,Semi-Furnished,2
3152,2,18000,900,1,Carpet Area,Chennai,Semi-Furnished,2
3153,3,30000,2400,0,Super Area,Chennai,Furnished,3
3154,1,8500,400,0,Carpet Area,Chennai,Unfurnished,1
3155,4,20000,1900,5,Carpet Area,Chennai,Semi-Furnished,4
3156,2,12000,900,1,Super Area,Chennai,Semi-Furnished,2
3157,2,18000,805,1,Super Area,Chennai,Semi-Furnished,2
3158,2,19000,1200,1,Super Area,Chennai,Unfurnished,2
3159,2,12000,800,2,Super Area,Chennai,Furnished,2
3160,3,16000,1158,2,Carpet Area,Chennai,Semi-Furnished,2
3161,1,5700,400,0,Super Area,Chennai,Unfurnished,1
3162,1,15000,450,2,Super Area,Chennai,Unfurnished,1
3163,2,11000,960,1,Super Area,Chennai,Semi-Furnished,2
3164,3,17000,1400,10,Super Area,Chennai,Semi-Furnished,2
3165,2,18000,970,0,Super Area,Chennai,Furnished,2
3166,2,9500,1000,1,Super Area,Chennai,Unfurnished,2
3167,2,12000,900,1,Carpet Area,Chennai,Semi-Furnished,2
3168,2,8000,800,4,Super Area,Chennai,Semi-Furnished,2
3169,2,12000,1100,0,Carpet Area,Chennai,Semi-Furnished,1
3170,2,16000,800,1,Super Area,Chennai,Unfurnished,2
3171,2,8000,800,1,Super Area,Chennai,Unfurnished,1
3172,2,10000,898,7,Super Area,Chennai,Semi-Furnished,2
3173,2,15000,800,0,Carpet Area,Chennai,Semi-Furnished,2
3174,2,7500,600,1,Super Area,Chennai,Unfurnished,1
3175,3,30000,2000,1,Carpet Area,Chennai,Furnished,3
3176,2,16000,870,3,Super Area,Chennai,Unfurnished,2
3177,2,14000,1100,17,Carpet Area,Chennai,Semi-Furnished,2
3178,2,10000,650,1,Carpet Area,Chennai,Unfurnished,2
3179,3,25000,1100,5,Carpet Area,Chennai,Unfurnished,2
3180,2,11500,1250,0,Carpet Area,Chennai,Semi-Furnished,2
3181,2,11000,1145,1,Super Area,Chennai,Unfurnished,2
3182,2,10000,780,2,Super Area,Chennai,Semi-Furnished,2
3183,1,7000,680,1,Super Area,Chennai,Unfurnished,1
3184,2,18000,860,2,Super Area,Chennai,Semi-Furnished,2
3185,1,7500,600,1,Super Area,Chennai,Unfurnished,1
3186,2,7500,750,0,Carpet Area,Chennai,Semi-Furnished,1
3187,2,12000,800,2,Super Area,Chennai,Unfurnished,2
3188,2,12000,570,0,Carpet Area,Chennai,Unfurnished,2
3189,2,40000,1150,2,Super Area,Chennai,Furnished,2
3190,1,5000,350,0,Super Area,Chennai,Unfurnished,1
3191,2,20000,894,4,Super Area,Chennai,Semi-Furnished,2
3192,1,6500,600,0,Super Area,Chennai,Semi-Furnished,1
3193,3,12000,900,0,Super Area,Chennai,Semi-Furnished,2
3194,1,12000,550,0,Super Area,Chennai,Unfurnished,1
3195,2,14000,717,1,Super Area,Chennai,Semi-Furnished,2
3196,2,13000,660,0,Carpet Area,Chennai,Semi-Furnished,2
3197,1,9000,700,1,Carpet Area,Chennai,Semi-Furnished,1
3198,1,10000,800,0,Super Area,Chennai,Semi-Furnished,1
3199,3,15000,1070,1,Super Area,Chennai,Unfurnished,2
3200,2,15000,1000,0,Super Area,Chennai,Semi-Furnished,2
3201,2,19000,1500,0,Super Area,Chennai,Semi-Furnished,2
3202,2,15000,900,1,Super Area,Chennai,Unfurnished,2
3203,2,16000,1700,1,Super Area,Chennai,Unfurnished,2
3204,2,12000,900,0,Super Area,Chennai,Semi-Furnished,2
3205,2,11000,805,0,Super Area,Chennai,Unfurnished,2
3206,2,8000,750,0,Super Area,Chennai,Unfurnished,2
3207,2,10000,1000,2,Super Area,Chennai,Furnished,2
3208,3,70000,1500,1,Carpet Area,Chennai,Furnished,3
3209,3,45000,3200,0,Super Area,Chennai,Unfurnished,3
3210,3,60000,1700,7,Carpet Area,Chennai,Semi-Furnished,3
3211,2,12000,1000,2,Super Area,Chennai,Semi-Furnished,2
3212,3,80000,2036,6,Super Area,Chennai,Semi-Furnished,3
3213,2,23999,610,4,Carpet Area,Chennai,Furnished,1
3214,2,23000,1100,2,Super Area,Chennai,Furnished,2
3215,2,16000,900,2,Carpet Area,Chennai,Semi-Furnished,2
3216,2,14000,840,0,Super Area,Chennai,Semi-Furnished,2
3217,3,13000,965,0,Super Area,Chennai,Semi-Furnished,2
3218,2,14000,800,2,Super Area,Chennai,Unfurnished,2
3219,1,7000,700,1,Super Area,Chennai,Unfurnished,2
3220,1,3500,600,0,Super Area,Chennai,Unfurnished,1
3221,1,12000,650,1,Carpet Area,Chennai,Semi-Furnished,2
3222,1,8000,320,2,Super Area,Chennai,Unfurnished,1
3223,2,25000,700,0,Super Area,Chennai,Semi-Furnished,1
3224,2,12000,850,1,Super Area,Chennai,Unfurnished,2
3225,1,7000,550,1,Super Area,Chennai,Unfurnished,1
3226,3,20000,1400,12,Carpet Area,Chennai,Semi-Furnished,3
3227,2,18000,1300,3,Super Area,Chennai,Unfurnished,2
3228,2,15000,1125,24,Super Area,Chennai,Semi-Furnished,2
3229,2,11000,780,1,Carpet Area,Chennai,Semi-Furnished,2
3230,3,65000,2200,2,Carpet Area,Chennai,Unfurnished,3
3231,3,75000,2500,0,Carpet Area,Chennai,Unfurnished,3
3232,1,15000,1300,0,Super Area,Chennai,Furnished,2
3233,2,12000,619,1,Carpet Area,Chennai,Furnished,1
3234,2,8500,700,0,Carpet Area,Chennai,Semi-Furnished,1
3235,3,38000,2100,2,Super Area,Chennai,Semi-Furnished,3
3236,3,30000,2000,1,Super Area,Chennai,Unfurnished,3
3237,1,9000,700,0,Super Area,Chennai,Semi-Furnished,1
3238,3,25000,2000,1,Super Area,Chennai,Semi-Furnished,3
3239,2,9000,600,2,Carpet Area,Chennai,Unfurnished,2
3240,1,8500,550,0,Carpet Area,Chennai,Unfurnished,2
3241,1,7000,300,0,Super Area,Chennai,Unfurnished,1
3242,2,25000,800,2,Carpet Area,Chennai,Semi-Furnished,2
3243,2,8500,850,3,Super Area,Chennai,Unfurnished,2
3244,1,6500,450,2,Carpet Area,Chennai,Semi-Furnished,1
3245,1,7000,500,0,Super Area,Chennai,Unfurnished,1
3246,1,4500,115,0,Super Area,Chennai,Unfurnished,1
3247,2,22000,800,0,Carpet Area,Chennai,Unfurnished,2
3248,2,10000,600,1,Super Area,Chennai,Semi-Furnished,1
3249,2,16000,800,2,Super Area,Chennai,Unfurnished,2
3250,3,85000,1725,10,Super Area,Chennai,Furnished,2
3251,2,15000,1330,1,Carpet Area,Chennai,Furnished,2
3252,3,25000,2064,11,Super Area,Chennai,Semi-Furnished,4
3253,1,9000,700,0,Super Area,Chennai,Semi-Furnished,1
3254,2,20000,900,0,Super Area,Chennai,Semi-Furnished,2
3255,2,15000,1066,1,Super Area,Chennai,Unfurnished,2
3256,2,9000,700,1,Carpet Area,Chennai,Semi-Furnished,2
3257,2,14000,900,2,Super Area,Chennai,Furnished,2
3258,2,15000,700,2,Super Area,Chennai,Semi-Furnished,2
3259,3,14000,950,3,Carpet Area,Chennai,Semi-Furnished,2
3260,2,8000,850,1,Super Area,Chennai,Unfurnished,2
3261,2,13500,600,4,Carpet Area,Chennai,Furnished,2
3262,2,12000,750,0,Super Area,Chennai,Semi-Furnished,2
3263,2,7500,850,0,Super Area,Chennai,Unfurnished,2
3264,3,20000,1650,1,Carpet Area,Chennai,Semi-Furnished,3
3265,2,11000,960,1,Super Area,Chennai,Unfurnished,2
3266,2,11000,1200,1,Carpet Area,Chennai,Unfurnished,2
3267,2,17500,650,2,Carpet Area,Chennai,Furnished,2
3269,3,25000,1350,1,Super Area,Chennai,Semi-Furnished,3
3270,2,12000,560,0,Carpet Area,Chennai,Semi-Furnished,2
3271,1,5250,250,2,Super Area,Chennai,Unfurnished,1
3272,2,25000,685,0,Super Area,Chennai,Unfurnished,2
3273,2,14000,1021,4,Super Area,Chennai,Semi-Furnished,2
3274,3,24000,1200,2,Carpet Area,Chennai,Unfurnished,3
3275,3,35000,1557,1,Super Area,Chennai,Semi-Furnished,3
3276,2,8000,550,1,Super Area,Chennai,Unfurnished,1
3277,2,16000,800,1,Super Area,Chennai,Semi-Furnished,2
3278,3,28000,917,3,Carpet Area,Chennai,Semi-Furnished,2
3279,2,16000,960,2,Super Area,Chennai,Semi-Furnished,2
3280,2,13000,1000,0,Super Area,Chennai,Unfurnished,2
3281,2,35000,1000,1,Super Area,Chennai,Furnished,2
3282,1,11000,579,3,Super Area,Chennai,Semi-Furnished,1
3283,1,5000,800,1,Carpet Area,Chennai,Unfurnished,1
3284,2,23000,1100,1,Carpet Area,Chennai,Unfurnished,2
3285,2,11000,635,2,Carpet Area,Chennai,Semi-Furnished,2
3286,3,25000,1700,2,Carpet Area,Chennai,Semi-Furnished,3
3287,1,4500,600,0,Super Area,Chennai,Unfurnished,1
3288,4,100000,2500,16,Carpet Area,Chennai,Unfurnished,4
3289,3,47500,1920,6,Super Area,Chennai,Semi-Furnished,3
3290,2,7500,850,2,Super Area,Chennai,Semi-Furnished,2
3291,3,16500,1850,1,Super Area,Chennai,Unfurnished,3
3292,2,18000,1375,1,Carpet Area,Chennai,Furnished,1
3293,2,7000,700,0,Super Area,Chennai,Unfurnished,2
3294,1,8000,700,1,Super Area,Chennai,Unfurnished,2
3295,1,10000,675,2,Super Area,Chennai,Unfurnished,1
3296,3,7000,900,1,Super Area,Chennai,Unfurnished,2
3297,2,35000,1020,1,Carpet Area,Chennai,Furnished,2
3298,4,100000,3000,1,Carpet Area,Chennai,Unfurnished,4
3299,2,13000,800,0,Carpet Area,Chennai,Semi-Furnished,1
3300,2,10000,600,1,Super Area,Chennai,Unfurnished,1
3301,2,14000,890,2,Super Area,Chennai,Unfurnished,2
3302,3,46000,1700,15,Super Area,Chennai,Semi-Furnished,3
3303,4,65000,2000,3,Carpet Area,Chennai,Semi-Furnished,3
3304,2,9000,800,0,Carpet Area,Chennai,Semi-Furnished,2
3305,3,13500,1002,2,Super Area,Chennai,Furnished,2
3306,3,29000,1225,9,Carpet Area,Chennai,Semi-Furnished,3
3307,2,23999,610,2,Carpet Area,Chennai,Furnished,1
3308,3,26000,1200,0,Super Area,Chennai,Semi-Furnished,3
3309,2,8200,850,2,Super Area,Chennai,Unfurnished,2
3310,1,15000,500,1,Super Area,Chennai,Semi-Furnished,1
3311,2,10000,778,4,Super Area,Chennai,Unfurnished,2
3312,2,20000,850,5,Carpet Area,Chennai,Unfurnished,2
3313,2,15000,800,1,Carpet Area,Chennai,Unfurnished,2
3314,2,14000,1200,0,Super Area,Chennai,Semi-Furnished,2
3315,2,11000,750,1,Super Area,Chennai,Unfurnished,2
3316,1,6500,550,2,Super Area,Chennai,Unfurnished,1
3317,3,26000,1567,3,Carpet Area,Chennai,Furnished,3
3318,1,7500,650,0,Super Area,Chennai,Semi-Furnished,1
3319,2,14500,1150,1,Carpet Area,Chennai,Unfurnished,2
3320,6,280000,4500,0,Carpet Area,Chennai,Semi-Furnished,5
3321,2,12000,900,3,Super Area,Chennai,Unfurnished,2
3322,3,45000,1450,1,Carpet Area,Chennai,Unfurnished,2
3323,2,22000,850,2,Super Area,Chennai,Semi-Furnished,2
3324,1,7000,550,0,Super Area,Chennai,Unfurnished,1
3325,1,7000,600,0,Carpet Area,Chennai,Unfurnished,1
3326,2,45000,1200,2,Super Area,Chennai,Furnished,2
3327,4,20000,1450,3,Super Area,Chennai,Semi-Furnished,4
3328,2,14000,560,1,Carpet Area,Chennai,Semi-Furnished,2
3329,2,18000,1113,2,Super Area,Chennai,Semi-Furnished,2
3330,3,20000,1600,0,Super Area,Chennai,Semi-Furnished,4
3331,1,10000,550,0,Carpet Area,Chennai,Unfurnished,1
3332,2,25000,1200,3,Carpet Area,Chennai,Unfurnished,2
3333,2,18000,900,1,Super Area,Chennai,Semi-Furnished,2
3334,1,5000,800,1,Super Area,Chennai,Unfurnished,1
3335,2,12000,1200,1,Super Area,Chennai,Semi-Furnished,2
3336,2,13000,1000,1,Super Area,Chennai,Semi-Furnished,2
3337,2,30000,1100,0,Super Area,Chennai,Semi-Furnished,2
3338,2,9000,700,0,Super Area,Chennai,Furnished,1
3339,1,12000,650,1,Super Area,Chennai,Unfurnished,1
3340,3,30000,1500,0,Carpet Area,Chennai,Semi-Furnished,2
3341,3,20000,1175,3,Carpet Area,Chennai,Furnished,2
3342,2,12000,750,4,Super Area,Chennai,Unfurnished,2
3343,2,9500,1010,1,Super Area,Chennai,Semi-Furnished,2
3344,2,22000,1050,4,Super Area,Chennai,Semi-Furnished,2
3345,3,23000,1060,2,Carpet Area,Chennai,Unfurnished,2
3346,2,9500,900,1,Super Area,Chennai,Unfurnished,2
3347,2,13500,1000,4,Super Area,Chennai,Semi-Furnished,2
3348,1,12000,450,1,Super Area,Chennai,Unfurnished,1
3349,3,33000,1600,15,Carpet Area,Chennai,Semi-Furnished,3
3350,3,33000,1760,8,Super Area,Chennai,Semi-Furnished,3
3351,2,18999,618,4,Carpet Area,Chennai,Semi-Furnished,2
3352,3,18000,1220,6,Super Area,Chennai,Semi-Furnished,2
3353,1,8500,580,3,Super Area,Chennai,Unfurnished,1
3354,3,20000,1651,2,Super Area,Chennai,Semi-Furnished,3
3355,2,9000,705,1,Carpet Area,Chennai,Semi-Furnished,2
3356,1,7000,700,0,Super Area,Chennai,Unfurnished,1
3357,3,53000,1700,4,Carpet Area,Chennai,Furnished,3
3358,2,14000,901,2,Super Area,Chennai,Unfurnished,2
3359,2,21000,1100,2,Super Area,Chennai,Furnished,2
3360,3,16000,1120,1,Super Area,Chennai,Semi-Furnished,2
3361,2,26000,1300,1,Carpet Area,Chennai,Semi-Furnished,2
3362,3,20000,1350,0,Super Area,Chennai,Furnished,3
3363,2,25000,1340,7,Super Area,Chennai,Semi-Furnished,2
3364,1,10000,250,2,Super Area,Chennai,Unfurnished,1
3365,2,11500,700,1,Carpet Area,Chennai,Semi-Furnished,2
3366,2,15000,650,1,Carpet Area,Chennai,Unfurnished,2
3367,1,4200,490,3,Super Area,Chennai,Semi-Furnished,1
3368,2,9500,700,0,Carpet Area,Chennai,Unfurnished,1
3369,1,8000,580,1,Super Area,Chennai,Unfurnished,2
3370,2,16000,1400,2,Carpet Area,Chennai,Semi-Furnished,3
3371,2,12000,850,1,Carpet Area,Chennai,Semi-Furnished,2
3372,2,12000,850,1,Carpet Area,Chennai,Semi-Furnished,2
3373,2,12000,900,0,Super Area,Chennai,Unfurnished,2
3374,2,13000,780,1,Super Area,Chennai,Furnished,2
3375,3,15723,1246,7,Super Area,Chennai,Semi-Furnished,2
3376,1,6000,300,2,Super Area,Chennai,Semi-Furnished,1
3377,2,10000,900,1,Super Area,Chennai,Unfurnished,2
3378,1,3000,350,0,Super Area,Chennai,Unfurnished,1
3379,2,7500,900,2,Super Area,Chennai,Unfurnished,2
3380,2,18000,1099,2,Super Area,Chennai,Semi-Furnished,2
3381,3,16500,1530,9,Carpet Area,Chennai,Semi-Furnished,3
3382,3,35000,2000,2,Super Area,Chennai,Semi-Furnished,3
3383,3,15000,1095,2,Super Area,Chennai,Furnished,2
3384,2,7000,780,5,Carpet Area,Chennai,Unfurnished,2
3385,3,38000,1300,9,Carpet Area,Chennai,Unfurnished,3
3386,2,20000,900,2,Super Area,Chennai,Semi-Furnished,2
3387,1,7500,450,0,Super Area,Chennai,Unfurnished,1
3388,2,12500,400,1,Super Area,Chennai,Unfurnished,2
3389,3,16000,900,0,Super Area,Chennai,Semi-Furnished,2
3390,2,16000,935,2,Carpet Area,Chennai,Unfurnished,2
3391,1,8500,450,0,Super Area,Chennai,Unfurnished,1
3392,2,30000,1020,1,Carpet Area,Chennai,Furnished,2
3393,3,16000,1280,0,Super Area,Chennai,Semi-Furnished,2
3394,1,5700,450,0,Carpet Area,Chennai,Semi-Furnished,1
3395,2,18000,1120,2,Super Area,Chennai,Semi-Furnished,2
3396,2,15000,1000,1,Super Area,Chennai,Semi-Furnished,2
3397,2,7500,1000,2,Super Area,Chennai,Semi-Furnished,2
3398,2,9000,750,1,Super Area,Chennai,Unfurnished,2
3399,2,13000,1000,2,Super Area,Chennai,Semi-Furnished,2
3400,3,25000,1100,0,Super Area,Chennai,Unfurnished,2
3401,3,130000,3000,1,Super Area,Chennai,Furnished,3
3402,2,13000,650,0,Super Area,Chennai,Semi-Furnished,2
3403,3,20000,1500,1,Carpet Area,Chennai,Semi-Furnished,3
3404,1,18000,500,1,Super Area,Chennai,Unfurnished,1
3405,2,8000,700,1,Super Area,Chennai,Unfurnished,1
3406,1,16000,450,3,Super Area,Chennai,Furnished,1
3407,2,18000,700,1,Carpet Area,Chennai,Unfurnished,2
3408,2,19000,1250,1,Super Area,Chennai,Semi-Furnished,2
3409,2,7500,700,1,Super Area,Chennai,Unfurnished,2
3410,2,15000,650,2,Super Area,Chennai,Semi-Furnished,2
3411,2,19000,850,1,Super Area,Chennai,Semi-Furnished,2
3412,2,10000,750,1,Carpet Area,Chennai,Unfurnished,2
3413,3,45000,1780,1,Super Area,Chennai,Semi-Furnished,3
3414,2,20000,980,3,Super Area,Chennai,Unfurnished,2
3415,2,7500,700,1,Super Area,Chennai,Unfurnished,2
3416,2,14000,600,2,Carpet Area,Chennai,Semi-Furnished,2
3417,2,5000,800,0,Super Area,Chennai,Unfurnished,2
3418,2,20000,1500,0,Super Area,Chennai,Semi-Furnished,2
3419,3,15000,1402,2,Carpet Area,Chennai,Semi-Furnished,3
3420,3,75000,1500,2,Carpet Area,Chennai,Semi-Furnished,3
3421,3,30000,1300,19,Super Area,Chennai,Furnished,3
3422,3,30000,1484,9,Carpet Area,Chennai,Semi-Furnished,3
3423,1,12500,630,1,Carpet Area,Chennai,Semi-Furnished,1
3424,2,24000,1150,5,Carpet Area,Chennai,Semi-Furnished,2
3425,2,10000,800,1,Carpet Area,Chennai,Unfurnished,2
3426,2,12000,600,0,Carpet Area,Chennai,Semi-Furnished,2
3427,3,45000,2200,4,Super Area,Chennai,Unfurnished,3
3428,2,10500,950,1,Super Area,Chennai,Semi-Furnished,2
3429,2,6250,700,0,Super Area,Chennai,Unfurnished,2
3430,1,6000,450,2,Super Area,Chennai,Semi-Furnished,1
3431,1,7500,150,1,Carpet Area,Chennai,Unfurnished,1
3432,1,6300,360,0,Super Area,Chennai,Unfurnished,1
3433,1,7000,750,2,Super Area,Chennai,Semi-Furnished,1
3434,2,14000,1065,1,Super Area,Chennai,Semi-Furnished,2
3435,2,10000,650,1,Super Area,Chennai,Unfurnished,2
3436,2,30000,1140,2,Carpet Area,Chennai,Semi-Furnished,2
3437,3,16000,1525,6,Carpet Area,Chennai,Semi-Furnished,3
3438,3,22000,1450,8,Carpet Area,Chennai,Furnished,3
3439,2,14000,1200,0,Carpet Area,Chennai,Semi-Furnished,2
3440,2,18000,1100,0,Super Area,Chennai,Semi-Furnished,2
3441,2,10500,700,2,Super Area,Chennai,Semi-Furnished,2
3442,1,6000,600,1,Carpet Area,Chennai,Unfurnished,1
3443,3,20000,1200,1,Carpet Area,Chennai,Unfurnished,2
3444,3,90000,2100,2,Carpet Area,Chennai,Unfurnished,3
3445,2,13500,950,3,Super Area,Chennai,Semi-Furnished,2
3446,1,7000,800,2,Carpet Area,Chennai,Semi-Furnished,1
3447,2,12500,900,1,Carpet Area,Chennai,Unfurnished,2
3448,2,15000,805,0,Super Area,Chennai,Semi-Furnished,2
3449,2,14000,800,1,Carpet Area,Chennai,Unfurnished,2
